epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.24306,1.92241,2.91168,2.39503,0.00333,0.95238,0.10361,0.04181,1.13564,3.15692,2.50912,0.0964,0.0004,0.0004
